Record ID,Creator of the record,Checked,Corpus name,Corpus ID number,Corpus ID numeric,SEG number,Location >,Geolocation,Position certainty,Geography notes,Reuse,Archaeological context,Mound,Material category,Stone,Origin of stone,Object category,Preservation,Decoration,Relief decoration,Architectural relief,Figural relief,Decoration notes,Visual record availability,Start Year,End Year,Relative Date,Century,Dialect,Latin,Language form,Script,Layout,Document typology,Public documents,Private documents,Document typology notes,Extent of lines,Administrative keywords,Formulaic keywords,Honorific keywords,Religious keywords,Epithet >,Collective group names,Geographic names,Imperial titulature,Currency,Person >,Visual documentation
14732,2,Yes,IK Byzantion,215,95215,,14192,p POINT(28.969029 41.00923),1 Certain,Beyazit,No,N/A,No,Stone,Marble,,Stele,9 Undeterminable,1 Relief,2 Figural,,Funerary scene/Symposion,,No,-200,-1,Not Roman,-2|-1,,No,Prose,,Irregular,Private,,Funerary,,1,,,,,,,,No,No,15164,
14733,2,Yes,IK Byzantion,216,95216,,14192,p POINT(28.97328 41.088711),2 Vicinity,"Degimen Yeri, near Alibeyköy",No,N/A,No,Stone,Marble,,Stele,9 Undeterminable,1 Relief,2 Figural,,Funerary scene/Symposion,,No,-200,-1,Not Roman,-2|-1,,No,Prose,,Irregular,Private,,Funerary,,4,,,,,,,,No,No,15166|15167,
14734,2,Yes,IK Byzantion,217,95217,,14192,p POINT(28.9816117 41.0066781),1 Certain,Ishakpasa,No,N/A,No,Stone,Marble,,Stele,9 Undeterminable,1 Relief,2 Figural,,Funerary scene/Symposion,,No,-200,-1,Not Roman,-2|-1,,No,Prose,,Irregular,Private,,Funerary,,2,,1919,,,,,,No,No,15169,
14735,2,Yes,IK Byzantion,218,95218,,14192,p POINT(28.969029 41.00923),1 Certain,Beyazit,No,N/A,No,Stone,Marble,,Stele,9 Undeterminable,1 Relief,2 Figural,,Funerary scene/Symposion,,No,-200,-1,Not Roman,-2|-1,,No,Prose,,Irregular,Private,,Funerary,,1,,,,,,,,No,No,15170,
14736,2,Yes,IK Byzantion,219,95219,,14192,p POINT(28.969029 41.00923),1 Certain,Beyazit,No,N/A,No,Stone,Marble,,Stele,9 Undeterminable,1 Relief,2 Figural,,Funerary scene/Symposion,,No,-200,-100,Not Roman,-2,,No,Prose,,Irregular,Private,,Funerary,,1,,,,,,,,No,No,15173,
14738,2,Yes,IK Byzantion,220,95220,,14192,p POINT(28.969029 41.00923),1 Certain,Beyazit,No,N/A,No,Stone,Marble,,Stele,9 Undeterminable,1 Relief,2 Figural,,Funerary scene/Symposion,,No,-200,-1,Not Roman,-2|-1,,No,Prose,,Irregular,Private,,Funerary,,1,,,,,,,,No,No,15175,
14739,2,Yes,IK Byzantion,221,95221,,14192,p POINT(28.969029 41.00923),1 Certain,Beyazit,No,N/A,No,Stone,Marble,,Stele,9 Undeterminable,1 Relief,2 Figural,,Funerary scene/Symposion,,No,-200,-1,Not Roman,-2|-1,,No,Prose,,Irregular,Private,,Funerary,,1,,,,,,,,No,No,15176,
14737,2,Yes,IK Byzantion,222,95222,,14192,p POINT(28.973093 41.0262116),1 Certain,"Beyoglu, Galata",No,N/A,No,Stone,Marble,,Stele,9 Undeterminable,1 Relief,2 Figural,,Funerary scene/Symposion,,No,-200,-100,Not Roman,-2,,No,Prose,,Irregular,Private,,Funerary,,1,,,,,,,,No,No,15179|15181,
14740,2,Yes,IK Byzantion,223,95223,,14192,p POINT(28.969029 41.00923),1 Certain,Beyazit,No,N/A,No,Stone,Marble,,Stele,9 Undeterminable,1 Relief,2 Figural,,Funerary scene/Symposion,,No,-200,-100,Not Roman,-2,,No,Prose,,Irregular,Private,,Funerary,,1,,,,,,,,No,No,15182,
14742,2,Yes,IK Byzantion,224,95224,,14473,p POINT(28.5819626 41.0213551),2 Vicinity,,No,N/A,No,Stone,Marble,,Stele,9 Undeterminable,1 Relief,2 Figural,,Funerary scene/Symposion,,No,-100,100,Roman,-1|1,,No,Prose,,Irregular,Private,,Funerary,,2,,,,,,,,No,No,15183|15185,
14741,2,Yes,IK Byzantion,225,95225,,14271,p POINT(28.5864258 41.3273263),3 Region,found near the Terkos lake,No,N/A,No,Stone,Marble,,Stele,9 Undeterminable,1 Relief,2 Figural,,Funerary scene/Symposion,,No,-100,100,Roman,-1|1,,No,Prose,,Irregular,Private,,Funerary,,2,,,,,,,,No,No,15187,
14743,2,Yes,IK Byzantion,226,95226,,14192,p POINT(28.966389 41.071944),2 Vicinity,Kagithane,No,N/A,No,Stone,Marble,,Stele,9 Undeterminable,1 Relief,2 Figural,,Funerary scene/Symposion,,No,-100,100,Roman,-1|1,,No,Prose,,Irregular,Private,,Funerary,,3,,,,,,,,No,No,15188|15189,
14744,2,Yes,IK Byzantion,227,95227,,14192,p POINT(28.969029 41.00923),1 Certain,Beyazit,No,N/A,No,Stone,Marble,,Stele,9 Undeterminable,1 Relief,2 Figural,,Funerary scene/Symposion,,No,-200,284,,-2|-1|1|2|3,,No,Prose,,Irregular,Private,,Funerary,,2,,,,,,,,No,No,15191|15192,
14745,2,Yes,IK Byzantion,228,95228,,14192,p POINT(28.9691234 41.0094065),1 Certain,Beyazit,No,N/A,No,Stone,Marble,,Stele,9 Undeterminable,1 Relief,2 Figural,,Funerary scene/Symposion,,No,-100,100,Roman,-1|1,,No,Prose,,Irregular,Private,,Funerary,,2,,,,,,,,No,No,15193,
14746,2,Yes,IK Byzantion,229,95229,,14192,p POINT(28.9352417 41.0478351),2 Vicinity,Eyüp,No,N/A,No,Stone,Marble,,Stele,9 Undeterminable,1 Relief,2 Figural,,Funerary scene/Symposion,,No,-200,-1,Not Roman,-2|-1,,No,Prose,,Irregular,Private,,Funerary,,2,,,,,,,,No,No,15195,
14747,2,Yes,IK Byzantion,230,95230,,14192,p POINT(28.9692521 41.0095522),1 Certain,Beyazit,No,N/A,No,Stone,Marble,,Stele,9 Undeterminable,1 Relief,2 Figural,,Funerary scene/Symposion,,No,-100,-1,Not Roman,-1,,No,Prose,,Irregular,Private,,Funerary,,2,,,,,,,,No,No,15196|15197,
14749,2,Yes,IK Byzantion,231,95231,,14192,p POINT(28.9562702 41.0131306),2 Vicinity,,No,N/A,No,Stone,Marble,,Stele,9 Undeterminable,1 Relief,2 Figural,,,,No,-99,-1,Not Roman,-1,,No,Prose,,Irregular,Private,,Funerary,,5,,,,,,,,No,No,15199|15200,
14750,2,Yes,IK Byzantion,232,95232,,14192,p POINT(28.9562702 41.0144906),2 Vicinity,,No,N/A,No,Stone,Marble,,Stele,9 Undeterminable,1 Relief,2 Figural,,,,No,-199,-100,Not Roman,-2,,No,Prose,,Irregular,Private,,Funerary,,4,,,,,,,,No,No,15202|15203,
14751,2,Yes,IK Byzantion,233,95233,,14192,p POINT(28.9639091 41.0167573),1 Certain,Suleymaniye,No,N/A,No,Stone,Marble,,Stele,9 Undeterminable,1 Relief,2 Figural,,,,No,-199,-1,Not Roman,-2|-1,,No,Prose,,Irregular,Private,,Funerary,,4,,,,,,,,No,No,15206|15209,
14752,2,Yes,IK Byzantion,234,95234,,14192,p POINT(28.9622784 41.0164982),1 Certain,Suleymaniye,No,N/A,No,Stone,Marble,,Stele,9 Undeterminable,1 Relief,2 Figural,,,,No,-199,-100,Not Roman,-2,,No,Prose,,Irregular,Private,,Funerary,,2,,,,,,,,No,No,15210|15211,
14753,2,Yes,IK Byzantion,235,95235,,14192,p POINT(28.9566135 41.0145554),2 Vicinity,,No,N/A,No,Stone,Marble,,Stele,9 Undeterminable,1 Relief,2 Figural,,,,No,-199,-100,Not Roman,-2,,No,Prose,,Irregular,Private,,Funerary,,1,,,,,,,,No,No,15213,
14754,2,Yes,IK Byzantion,236,95236,,14192,p POINT(28.9647675 41.0098923),1 Certain,Beyazit,No,N/A,No,Stone,Marble,,Stele,9 Undeterminable,1 Relief,2 Figural,,,,No,-199,-100,Not Roman,-2,,No,Prose,,Irregular,Private,,Funerary,,1,,,,,,,,No,No,15214,
14755,2,Yes,IK Byzantion,237,95237,,14767,p POINT(28.730278 41.1944148),2 Vicinity,road from Istanbul to Terkoz,No,N/A,No,Stone,Marble,,Stele,9 Undeterminable,1 Relief,2 Figural,,,,No,100,299,Roman,2|3,,No,Prose,,Irregular,Private,,Funerary,,2,,,,,,,,No,No,15215|15216,
14756,2,Yes,IK Byzantion,238,95238,,14192,p POINT(28.9540386 41.0157858),3 Region,Sazlibostankoyu,No,N/A,No,Stone,Marble,,Stele,9 Undeterminable,1 Relief,2 Figural,,,,No,-30,284,Roman,-1|1|2|3,,No,Prose,,Irregular,Private,,Funerary,,2,,,,,,,,No,No,15217|15219,
14757,2,Yes,IK Byzantion,239,95239,,14192,p POINT(28.9551544 41.0161744),3 Region,Sazlibostankoyu,No,N/A,No,Stone,Marble,,Stele,9 Undeterminable,1 Relief,2 Figural,,,,No,-199,-1,Not Roman,-2|-1,,No,Prose,,Irregular,Private,,Funerary,,1,,,,,,,,No,No,15221,
14758,2,Yes,IK Byzantion,240,95240,,14192,p POINT(28.9791012 41.0085321),1 Certain,Hippodrome,No,N/A,No,Stone,Marble,,Stele,9 Undeterminable,1 Relief,2 Figural,,,,No,-30,100,Roman,-1|1,,No,Prose,,Irregular,Private,,Funerary,,2,,,,,,,,No,No,15222|15223,
14760,2,Yes,IK Byzantion,241,95241,,14473,p POINT(28.5466862 41.0441454),2 Vicinity,place called Guzelce,No,N/A,No,Stone,Marble,,Stele,9 Undeterminable,1 Relief,2 Figural,,,,No,-30,284,Roman,-1|1|2|3,,No,Prose,,Irregular,Private,,Funerary,,1,,,,,,,,No,No,,
14761,2,Yes,IK Byzantion,242,95242,,14192,p POINT(28.9534378 41.0161744),3 Region,now in Bucharest,No,N/A,No,Stone,Marble,,Stele,9 Undeterminable,1 Relief,2 Figural,,,,No,1,199,Roman,1|2,,No,Prose,,Irregular,Private,,Funerary,slaves,6,,,,,,5756,,No,No,15224|15227|15228,
14762,2,Yes,IK Byzantion,243,95243,,14192,p POINT(28.93507 41.0306793),2 Vicinity,Edirnekapi,No,N/A,No,Stone,Marble,,Stele,9 Undeterminable,1 Relief,2 Figural,,,,No,-99,-1,Not Roman,-1,,No,Prose,,Irregular,Private,,Funerary,,1,,,,,,,,No,No,15229,
14763,2,Yes,IK Byzantion,244,95244,,14233,p POINT(28.7692451 41.0300319),2 Vicinity,,No,N/A,No,Stone,Marble,,Stele,9 Undeterminable,1 Relief,2 Figural,,,,No,1,99,Roman,1,,No,Prose,,Irregular,Private,,Funerary,,1,,,,,,,,No,No,15230|15231,
14764,2,Yes,IK Byzantion,245,95245,,14233,p POINT(28.6609268 41.0130658),2 Vicinity,Haramidere,No,N/A,No,Stone,Marble,,Stele,9 Undeterminable,1 Relief,2 Figural,,,,No,100,199,Roman,2,Doric,No,Prose,,Irregular,Private,,Funerary,,2,,,,,,,,No,No,15232|15234,
14765,2,Yes,IK Byzantion,246,95246,,14192,p POINT(28.9712048 41.009115),2 Vicinity,Çemberlitaş,No,N/A,No,Stone,Marble,,Stele,9 Undeterminable,1 Relief,2 Figural,,,,No,100,199,Roman,2,,No,Prose,,Irregular,Private,,Funerary,,3,,1919,,,,,,No,No,15235,
14766,2,Yes,IK Byzantion,247,95247,,14192,p POINT(28.9822769 41.0106047),1 Certain,Sultan Mehmet,No,N/A,No,Stone,Marble,,Stele,9 Undeterminable,1 Relief,2 Figural,,,,No,-30,100,Roman,-1|1,,No,Prose,,Irregular,Private,,Funerary,,2,,,,,,,,No,No,15237,
14759,2,Yes,IK Byzantion,248,95248,,14192,p POINT(28.9545536 41.0153325),2 Vicinity,Saraçhane,No,N/A,No,Stone,Marble,,Stele,9 Undeterminable,1 Relief,2 Figural,,,,No,-30,284,Roman,-1|1|2|3,,No,Prose,,Irregular,Private,,Funerary,,6,,,,,,,,No,No,15238|15240,
14768,2,Yes,IK Byzantion,249,95249,,14233,p POINT(28.71219 41.000671),2 Vicinity,,No,N/A,No,Stone,Marble,,Stele,9 Undeterminable,1 Relief,2 Figural,,,,No,-99,-1,Not Roman,-1,,No,Prose,,Irregular,Private,,Funerary,,2,,,,,,,,No,No,15242|15244,
14769,2,Yes,IK Byzantion,250,95250,,14473,p POINT(28.5958672 41.0232978),2 Vicinity,,No,N/A,No,Stone,Marble,,Stele,9 Undeterminable,1 Relief,2 Figural,,,,No,,,,,,No,Prose,,Irregular,Private,,Funerary,,2,,1919,,,,,,No,No,15245,
14770,2,Yes,IK Byzantion,251,95251,,14192,p POINT(28.9829636 41.0050993),1 Certain,İshak Paşa,No,N/A,No,Stone,Marble,,Stele,9 Undeterminable,1 Relief,2 Figural,,,,No,-100,-100,Not Roman,-2,,No,Prose,,Irregular,Private,,Funerary,,1,,1919,,,,,,No,No,,
14771,2,Yes,IK Byzantion,252,95252,,14192,p POINT(28.9692307 41.0700338),2 Vicinity,Kagithane köyü ,No,N/A,No,Stone,Marble,,Stele,9 Undeterminable,1 Relief,2 Figural,,,,No,-199,-1,Not Roman,-2|-1,,No,Prose,,Irregular,Private,,Funerary,,1,,1919,,,,,,No,No,15246,
14772,2,Yes,IK Byzantion,253,95253,,14192,p POINT(28.9674282 41.0090503),1 Certain,Beyazit,No,N/A,No,Stone,Marble,,Stele,9 Undeterminable,1 Relief,2 Figural,,,,No,-199,-1,Not Roman,-2|-1,,No,Prose,,Irregular,Private,,Funerary,,1,,1919,,,,,,No,No,15247,
14794,2,Yes,IK Byzantion,253a,95253.1,,14233,p POINT(28.775425 40.9940223),2 Vicinity,,No,N/A,No,Stone,Marble,,Stele,9 Undeterminable,1 Relief,2 Figural,,,,No,-199,-1,Not Roman,-2|-1,,No,Prose,,Irregular,Private,,Funerary,,2,,,,,,,,No,No,15249,
14773,2,Yes,IK Byzantion,254,95254,,14192,p POINT(28.9669132 41.0092446),1 Certain,Beyazit,No,N/A,No,Stone,Marble,,Stele,9 Undeterminable,1 Relief,2 Figural,,,,No,-199,-1,Not Roman,-2|-1,,No,Prose,,Irregular,Private,,Funerary,,2,,,,,,,,No,No,15250,
14774,2,Yes,IK Byzantion,255,95255,,14192,p POINT(28.9678574 41.0084026),1 Certain,Beyazit,No,N/A,No,Stone,Marble,,Stele,9 Undeterminable,1 Relief,2 Figural,,,,No,-199,-100,Not Roman,-2,,No,Prose,,Irregular,Private,,Funerary,,2,,,,,,,,No,No,15251,
14775,2,Yes,IK Byzantion,256,95256,,14192,p POINT(28.9683723 41.0087264),1 Certain,Beyazit,No,N/A,No,Stone,Marble,,Stele,9 Undeterminable,1 Relief,2 Figural,,,,No,-199,-100,Not Roman,-2,,No,Prose,,Irregular,Private,,Funerary,,1,,,,,,,,No,No,15252,
14776,2,Yes,IK Byzantion,257,95257,,14192,p POINT(28.958931 41.0139077),3 Region,,No,N/A,No,Stone,Marble,,Stele,9 Undeterminable,1 Relief,2 Figural,,,,No,-30,284,Roman,-1|1|2|3,,No,Prose,,Irregular,Private,,Funerary,,2,,1919,,,,,,No,No,8575,
14777,2,Yes,IK Byzantion,258,95258,,14192,p POINT(28.9682007 41.009115),1 Certain,Beyazit,No,N/A,No,Stone,Marble,,Stele,9 Undeterminable,1 Relief,2 Figural,,,,No,-99,99,Roman,-1|1,,No,Prose,,Irregular,Private,,Funerary,,2,,,,,,,,No,No,15253,
14778,2,Yes,IK Byzantion,259,95259,,14192,p POINT(28.9758396 41.0159801),1 Certain,Sirkeci,No,N/A,No,Stone,Marble,,Stele,9 Undeterminable,1 Relief,2 Figural,,,,No,-199,-1,Not Roman,-2|-1,,No,Prose,,Irregular,Private,,Funerary,,2,,,,,,,,No,No,15254|15256,
14779,2,Yes,IK Byzantion,260,95260,,14192,p POINT(28.9640808 41.016822),1 Certain,Suleymaniye,No,N/A,No,Stone,Marble,,Stele,9 Undeterminable,1 Relief,2 Figural,,,,No,-199,-1,Roman,-2|-1,,No,Prose,,Irregular,Private,,Funerary,,2,,,,,,,,No,No,15258,
14780,2,Yes,IK Byzantion,261,95261,,14192,p POINT(28.9633942 41.0094389),1 Certain,"Laleli, Beyazit",No,N/A,No,Stone,Marble,,Stele,9 Undeterminable,1 Relief,2 Figural,,,,No,-199,-100,Not Roman,-2,,No,Prose,,Irregular,Private,,Funerary,,1,,1919,,,,,,No,No,15260,
14781,2,Yes,IK Byzantion,262,95262,,14192,p POINT(28.9651108 41.0084674),1 Certain,Beyazit,No,N/A,No,Stone,Marble,,Stele,9 Undeterminable,1 Relief,2 Figural,,,,No,-199,-100,Not Roman,-2,Doric,No,Prose,,Irregular,Private,,Funerary,,2,,,,,,,,No,No,15261|15263,
14782,2,Yes,IK Byzantion,263,95263,,14192,p POINT(28.8971329 41.0468641),2 Vicinity,,No,N/A,No,Stone,Marble,,Stele,9 Undeterminable,1 Relief,2 Figural,,,,No,100,199,Roman,2,,No,Prose,,Irregular,Private,,Funerary,,1,,,,,,,,No,No,15265,
14783,2,Yes,IK Byzantion,264,95264,,14479,p POINT(28.8232327 40.960845),2 Vicinity,,No,N/A,No,Stone,Marble,,Stele,9 Undeterminable,1 Relief,2 Figural,,,,No,-99,99,Roman,-1|1,,No,Prose,,Irregular,Private,,Funerary,,1,,,,,,,,No,No,15266,
14784,2,Yes,IK Byzantion,265,95265,,14192,p POINT(28.9650249 41.0085969),1 Certain,Beyazit,No,N/A,No,Stone,Marble,,Stele,9 Undeterminable,1 Relief,2 Figural,,,,No,-99,99,Roman,-1|1,,No,Prose,,Irregular,Private,,Funerary,,3,,,,,,,,No,No,15268|15270|15272,
14785,2,Yes,IK Byzantion,266,95266,,14192,p POINT(28.96348 41.009115),1 Certain,Beyazit,No,N/A,No,Stone,Marble,,Stele,9 Undeterminable,1 Relief,2 Figural,,,,No,-99,99,Roman,-1|1,,No,Prose,,Irregular,Private,,Funerary,,2,,,,,,,,No,No,15273|15275,
14786,2,Yes,IK Byzantion,267,95267,,14192,p POINT(28.9664841 41.0093093),1 Certain,Beyazit,No,N/A,No,Stone,Marble,,Stele,9 Undeterminable,1 Relief,2 Figural,,,,No,-199,-1,Not Roman,-2|-1,,No,Prose,,Irregular,Private,,Funerary,,1,,,,,,,,No,No,15276,
14787,2,Yes,IK Byzantion,268,95268,,14479,p POINT(28.8241067 40.9655364),2 Vicinity,,No,N/A,No,Stone,Marble,,Stele,9 Undeterminable,1 Relief,2 Figural,,,,No,1,199,Roman,1|2,Doric,No,Prose,,Irregular,Private,,Funerary,,7,,1932|1927|1921|1919|1930,,,,,,No,No,15277|15279,
14788,2,Yes,IK Byzantion,269,95269,,14192,p POINT(28.9656258 41.0090503),1 Certain,Beyazit,No,N/A,No,Stone,Marble,,Stele,9 Undeterminable,1 Relief,2 Figural,,,,No,-99,-1,Not Roman,-1,,No,Prose,,Irregular,Private,,Funerary,,3,,,,,,,,No,No,15280|15283|15284,
14789,2,Yes,IK Byzantion,270,95270,,14192,p POINT(28.9599609 41.0120943),3 Region,,No,N/A,No,Stone,Marble,,Stele,9 Undeterminable,1 Relief,2 Figural,,,,No,-199,-100,Not Roman,-2,,No,Prose,,Irregular,Private,,Funerary,,3,,,,,,,,No,No,15286|15287|15288,
14790,2,Yes,IK Byzantion,271,95271,,14233,p POINT(28.7740517 41.0110581),2 Vicinity,,No,N/A,No,Stone,Marble,,Stele,9 Undeterminable,1 Relief,2 Figural,,,,No,-30,100,Roman,-1|1,,No,Prose,,Irregular,Private,,Funerary,,2,,,,,,,,No,No,14110|15290|15291,
14791,2,Yes,IK Byzantion,272,95272,,14192,p POINT(29.0348053 41.0682219),3 Region,,No,N/A,No,Stone,Marble,,Stele,9 Undeterminable,1 Relief,2 Figural,,,,No,-30,284,Roman,-1|1|2|3,,No,Prose,,Irregular,Private,,Funerary,,3,,,,,,,,No,No,4913,
14792,2,Yes,IK Byzantion,273,95273,,14192,p POINT(28.9679432 41.0086617),1 Certain,Beyazit,No,N/A,No,Stone,Marble,,Stele,9 Undeterminable,1 Relief,2 Figural,,,,No,-30,284,Roman,-1|1|2|3,,No,Prose,,Irregular,Private,,Funerary,adopted child,6,,1927|1921,,,,,,No,No,15293|15294|15296|15297|15150,
14793,2,Yes,IK Byzantion,274,95274,,14192,p POINT(28.9750671 41.023492),2 Vicinity,Galatasaray,No,N/A,No,Stone,Marble,,Stele,9 Undeterminable,1 Relief,2 Figural,,,,No,-199,-1,Not Roman,-2|-1,,No,Prose,,Irregular,Private,,Funerary,,1,,,,,,,,No,No,,
14795,2,Yes,IK Byzantion,275,95275,,14473,p POINT(28.5896873 41.0213551),2 Vicinity,,No,N/A,No,Stone,Marble,,Stele,9 Undeterminable,1 Relief,2 Figural,,,,No,-30,284,Roman,-1|1|2|3,,No,Prose,,Irregular,Private,,Funerary,,7,,1927|1921|1920|1930,,,,,,No,No,15299,
14796,2,Yes,IK Byzantion,276,95276,,14192,p POINT(28.9341259 41.0484177),2 Vicinity,Eyup,No,N/A,No,Stone,Marble,,Stele,9 Undeterminable,1 Relief,2 Figural,,,,No,-199,199,Roman,-2|-1|1|2,,No,Prose,,Irregular,Private,,Funerary,,2,,,,,,,,No,No,15300|9667|15302,
14797,2,Yes,IK Byzantion,277,95277,,14192,p POINT(28.9768696 41.0066538),1 Certain,Hippodrome,No,N/A,No,Stone,Marble,,Stele,9 Undeterminable,1 Relief,2 Figural,,,,No,-30,100,Roman,-1|1,,No,Prose,,Irregular,Private,,Funerary,,2,,,,,,,,No,No,15303|15304|15306,
14798,2,Yes,IK Byzantion,278,95278,,14192,p POINT(28.9834785 41.0109285),1 Certain,Topkapi,No,N/A,No,Stone,Marble,,Stele,9 Undeterminable,1 Relief,2 Figural,,,,No,,,,,,No,Prose,,Irregular,Private,,Funerary,,2,,,,,,,,No,No,15307|15308|15309,
14799,2,Yes,IK Byzantion,279,95279,,14192,p POINT(28.9660549 41.0092446),1 Certain,Beyazit,No,N/A,No,Stone,Marble,,Stele,9 Undeterminable,1 Relief,2 Figural,,,,No,1,99,Roman,1,,No,Prose,,Irregular,Private,,Funerary,,1,,,,,,,,No,No,15311,
14800,2,Yes,IK Byzantion,280,95280,,14192,p POINT(28.9640808 41.0098923),1 Certain,Beyazit,No,N/A,No,Stone,Marble,,Stele,9 Undeterminable,1 Relief,2 Figural,,,,No,1,99,Roman,1,,No,Prose,,Irregular,Private,,Funerary,,1,,,,,,,,No,No,14110,
14801,2,Yes,IK Byzantion,281,95281,,14192,p POINT(28.9638233 41.0093741),1 Certain,Beyazit,No,N/A,No,Stone,Marble,,Stele,9 Undeterminable,1 Relief,2 Figural,,,,No,-99,99,Roman,-1|1,,No,Prose,,Irregular,Private,,Funerary,,3,,,,,,,,No,No,15313|15314|15315|15316,
14802,2,Yes,IK Byzantion,282,95282,,14192,p POINT(28.9632225 41.0143611),1 Certain,Suleymaniye,No,N/A,No,Stone,Marble,,Stele,9 Undeterminable,1 Relief,2 Figural,,,,No,-199,-100,Not Roman,-2,,No,Prose,,Irregular,Private,,Funerary,,2,,,,,,,,No,No,15317|15318,
14803,2,Yes,IK Byzantion,283,95283,,14233,p POINT(28.7900162 41.0517835),2 Vicinity,,No,N/A,No,Stone,Marble,,Stele,9 Undeterminable,1 Relief,2 Figural,,,,No,-30,284,Roman,-1|1|2|3,,No,Prose,,Irregular,Private,,Funerary,,4,,,,,,,,No,No,15320|5579,
14804,2,Yes,IK Byzantion,284,95284,,14192,p POINT(28.9679432 41.008856),1 Certain,Beyazit,No,N/A,No,Stone,Marble,,Stele,9 Undeterminable,1 Relief,2 Figural,,,,No,-99,-1,Not Roman,-1,,No,Prose,,Irregular,Private,,Funerary,,1,,1919,,,,,,No,No,15321,
14805,2,Yes,IK Byzantion,285,95285,,14192,p POINT(28.9497471 41.0185705),2 Vicinity,,No,N/A,No,Stone,Marble,,Stele,9 Undeterminable,1 Relief,2 Figural,,,,No,-27,14,Roman,-1|1,Doric,No,Prose,,Irregular,Private,,Funerary,,2,,,,,,,,No,No,15322|15323,
14806,2,Yes,IK Byzantion,286,95286,,14192,p POINT(28.9674282 41.0090503),2 Vicinity,Beyazit,No,N/A,No,Stone,Marble,,Stele,9 Undeterminable,1 Relief,2 Figural,,,,No,-199,-1,Not Roman,-2|-1,Doric,No,Prose,,Irregular,Private,,Funerary,,1,,1919,,,,,,No,No,15324,
14807,2,Yes,IK Byzantion,287,95287,,14192,p POINT(28.9674282 41.0087912),1 Certain,Beyazit,No,N/A,No,Stone,Marble,,Stele,9 Undeterminable,1 Relief,2 Figural,,,,No,-199,-100,Not Roman,-2,Doric,No,Prose,,Irregular,Private,,Funerary,,7,,,,,,,,No,No,15326|15327|15329,
14808,2,Yes,IK Byzantion,288,95288,,14192,p POINT(28.9693165 41.0085969),1 Certain,Çemberlitaş,No,N/A,No,Stone,Marble,,Stele,9 Undeterminable,1 Relief,2 Figural,,,,No,-30,284,Roman,-1|1|2|3,,No,Prose,,Irregular,Private,,Funerary,,3,,,,,,,,No,No,,
14809,2,Yes,IK Byzantion,289,95289,,14192,p POINT(28.9617634 41.0163687),1 Certain,Suleymaniye,No,N/A,No,Stone,Marble,,Stele,9 Undeterminable,1 Relief,2 Figural,,,,No,100,299,Roman,2|3,,No,Prose,,Irregular,Private,,Funerary,,7,,1927|1921,,,,,,No,No,15332,
14810,2,Yes,IK Byzantion,290,95290,,14192,p POINT(28.9660549 41.009115),1 Certain,Beyazit,No,N/A,No,Stone,Marble,,Stele,9 Undeterminable,1 Relief,2 Figural,,,,No,-199,-1,Not Roman,-2|-1,,No,Prose,,Irregular,Private,,Funerary,,2,,,,,,,,No,No,15334,
14811,2,Yes,IK Byzantion,291,95291,,14192,p POINT(28.9492214 41.0348392),2 Vicinity,,No,N/A,No,Stone,Marble,,Stele,9 Undeterminable,1 Relief,2 Figural,,,,No,-150,-30,Not Roman,-2|-1,,No,Prose,,Irregular,Private,,Funerary,,2,,,,,,,,No,No,15335,
14812,2,Yes,IK Byzantion,292,95292,,14192,p POINT(28.9747181 41.002249),1 Certain,,No,N/A,No,Stone,Marble,,Stele,9 Undeterminable,1 Relief,2 Figural,,,,No,-300,-300,Not Roman,-4,,No,Prose,,Irregular,Private,,Funerary,,5,,,,,,,,No,No,15337,
14813,2,Yes,IK Byzantion,293,95293,,14192,p POINT(28.9823627 41.0071072),1 Certain,Sultanahmet,No,N/A,No,Stone,Marble,,Stele,9 Undeterminable,1 Relief,2 Figural,,,,No,-199,-1,Not Roman,-2|-1,,No,Prose,,Irregular,Private,,Funerary,,1,,,,,,,,No,No,,
15338,2,Yes,IK Byzantion,293,95293,,14192,p POINT(28.97696 41.00527),1 Certain,Sultanahmet,No,N/A,No,Stone,Marble,,Stele,9 Undeterminable,4 N/A,,,,,No,-200,-1,Not Roman,-2|-1,,No,Undistinguishable,,Irregular,Uncertain,,,,1,,,,,,,,No,No,,
14814,2,Yes,IK Byzantion,294,95294,,14192,p POINT(28.9677715 41.008856),1 Certain,Beyazit,No,N/A,No,Stone,Marble,,Stele,9 Undeterminable,1 Relief,2 Figural,,,,No,212,299,Roman,3,,No,Prose,,Irregular,Private,,Funerary,,7,,8345|1927|1921,,,,5756,,No,No,15340|15342,
14815,2,Yes,IK Byzantion,295,95295,,14192,p POINT(28.961935 41.016563),1 Certain,Suleymaniye,No,N/A,No,Stone,Marble,,Stele,9 Undeterminable,1 Relief,2 Figural,,,,No,212,299,Roman,3,,No,Prose,,Irregular,Private,,Funerary,,6,,,,,,,,No,No,15344|15345,
14816,2,Yes,IK Byzantion,296,95296,,14192,p POINT(28.9780712 41.0428507),2 Vicinity,N from Galata,No,N/A,No,Stone,Marble,,Stele,9 Undeterminable,1 Relief,2 Figural,,,,No,212,299,Roman,3,,No,Prose,,Irregular,Private,,Funerary,,11,1846,,,,,,,No,No,15347|15349|15351|15352,
